predicted_target,prob_computer,prob_forsale,prob_recreation,prob_religion,prob_science,original_text,original_target,target,n_tokens,string_size,timestamp
science,0.0475595696975226,0.0124237291806747,0.0494720770457192,0.0490832282917536,0.8414613957843295,"I must respectfully disagree with this assertion, Brad.  The government is notoriously sloppy with physical, communications, and information security.  They can't keep their computers safe, and they're ""trying"".  Read ""DEA is Not Adequately Protecting National Security Information"" [GAO/IMTEC 92-31] for an excellent example of what I'm talking about.  Private sector organizations tend to be even more lax in their security measures. I believe that the escrow organizations will be penetrated by foreign intelligence services within months, if not weeks, of their selection.  Private organizations that lack the resources of a full-fleged intelligence service will take longer - perhaps on the order of one to two years.  Nonetheless, the penetrations will take place, without question.",sci.crypt,science,120,788,1713529349232
religion,0.0234317426561871,0.0069790941317414,0.0349648015495877,0.8870296054666542,0.0475947561958295,"I agree.  Where in the Gospels does Jesus advocate any of the actions you mention?    I couldn't find ""witch"" or ""sorceress"" in my concordance.  Is there something in the Epistles about witches?  (I'm still working my way through the Gospels.)  JJ",soc.religion.christian,religion,48,247,1713529608580
science,0.0976840262296851,0.0151647786784352,0.1227429082977646,0.076189720357246,0.688218566436869,"Confident, or merely crazed?  That desert sun :-)    Gee, I thought the X-15 was Cable controlled.  Didn't one of them have a total electrical failure in flight?  Was there machanical backup systems?   What do you mean?  Overstress the wings,  and they fail at teh joints?  You'll have to enlighten us in the hinterlands.",sci.space,science,64,321,1713529867928
recreation,0.0080079067049305,0.0113646881769153,0.7654819328821652,0.1453916582318605,0.0697538140041283,"	Is there no JUSTICE?!  	If I lost my leg when I was 19, and had to give up motorcycling (assuming David didn't know that it can be done one-legged,) I too would want to get swamped.... maybe even for ten years!  I'll admit, I'd probably prefer homebrew to pubbrew, but still...  	Judge Coterill is in some serious trouble, I can tell you that.  Any chance you can get to him and convince him his ruling was backward, Nick?  	Perhaps the lad deserved something for starting a brawl (bad form... horribly bad form,) but for getting drunk?  That, I thought, was ones natural born right!  And for spending his own money?  My goodness, who cares what one does with one's own moolah, even if one spends it recklessly?  	I'm ashamed of humanity.",rec.motorcycles,recreation,140,739,1713530127277
recreation,0.0100292561568534,0.0157946235108174,0.8284457561993198,0.0971001353796743,0.0486302287533349,"Tod, I think you've misspoke.  If they're banking on owning a motorcycle to get them laid, then I doubt they have sexual fortunes.  Quite the reverse...",rec.motorcycles,recreation,28,152,1713530386625
science,0.0673628675489764,0.024535425330615,0.1395017731009508,0.1515013382908328,0.6170985957286249,"Everbody has been defining envelope. Why was the world ""envelope"" chosen, rather than say ""shell"",  or ""boundary"".  In analogy with the envelopes of airships perhaps?  Actually, ""shell"" might be good.  Push the shell too hard and it (the aircraft?) breaks.",sci.space,science,44,256,1713530645973
computer,0.9073486306603932,0.0094749569872787,0.0112125120160492,0.0117699885101964,0.0601939118260824,"Hello,  I am testing a port of X11R5 to Coherent, a unix clone OS for Intel architecture machines.  I am seeing a strange problem with text in clients like xvt (a simple terminal emulator program).  The problem manifests it self when the shell echoes typed characters back to the server for display, one at a time.  The characters appear to be too closely spaced, with the result being that the 2nd character echoed destroys the  rightmost edge of the first character, then the 3rd character destroys the  rightmost edge of the second character, and so on.  It looks like there is an invisible boundary around a character which obscures a portion of the previous character.  There is no problem between the characters when the shell returns a complete line of text... only when the output is a series of individual characters.  If anyone has any ideas what the problem might be, or where I should look to find it, it would be much appreciated.  Regards and thanks, Jon Dhuse.",comp.windows.x,computer,179,975,1713530905321
forsale,0.3053417565583853,0.4955453577811059,0.0441996613613456,0.009015420128815,0.1458978041703482,"<><><><> SIPPs FOR SALE <><><><>  I have 16 SIPPs for sale.  I upgraded a few systems memory, so I don't need  these no more.  They are:       11- 256x9 SIPPs @70NS      5-  256X9 SIPPs @80NS      --------------------      4 MEG TOTAL          ALL FOR $110                       OR  4 (1 MEG) FOR $27 NOTE:  SIPPs are gernally more expensive then SIMMs  These SIPPs are in good working condition........  Buyer pay shipping/handling.  If interested reply to: 			minh@wpi.wpi.edu",misc.forsale,forsale,132,478,1713531164669
computer,0.3696901406737021,0.085940758978506,0.2077710141437599,0.1178255942081241,0.2187724919959075,this is a test,comp.sys.mac.hardware,computer,4,14,1713531424018
religion,0.0109491079845815,0.0028423943122746,0.0180801626875976,0.8887091571750355,0.0794191778405106,"But what if the geologists are wrong and these people are warning of a non-existent danger?  Analogies can only push an argument so far (on both sides).  Both Melinda's and yours assume the premises used to set up your respective analogies are true and thus the correct conclusion will arise.  The important point to note is the different directions both sides come from. Christians believe they know the TRUTH and thus believe they have the right (and duty) to tell the TRUTH to all.    Christians can get offended if others do not believe (what is self-evidently to them) the TRUTH. Non-christians do not believe this is the TRUTH and get offended at them because they (christians) claim to know the TRUTH.  (BTW this argument goes for anyone, I am not just bagging christians)  Neither side can be really reconciled unless one of the parties changes their mind.  As Melinda pointed out, there is no point in arguing along these lines because both approach from a different premise.  A more useful line of discussion is WHY people believe in particular faiths.  Personally, I don't mind what anyone believes as long as they allow me mine and we can all live peacefully.",soc.religion.christian,religion,211,1171,1713531683366
computer,0.8730222077542433,0.0095709863719943,0.0304665831686359,0.0222271696690246,0.0647130530361018,"I posted this a while ago and didn't recieve one reply, and now we have another bug report on the same subject. Can anybody help me out?  How can you ensure that accelerators work the same independent of case?  What I want is Ctrl+O and Ctrl+o to both be accelerators on one menu entry.  In ORA Vol. 6, in the section on accelerators it says ""For information on how to specify translation tables see Vol. 4..."", this is so you know what to put for the XmNaccelerator resource.  If you go to Vol. 4 it says, ""Likewise, if a modifier is specified, there is nothing to prohibit other modifiers from being present as well. For example, the translation:  	Shift<Key>q:	quit()  will take effect even if the Ctrl key is held down at the same time as the Shift key (and the q key).  This implies to me that setting XmNaccelerator to Ctrl<Key>o should do what I want, but it doesn't, it doesn't work if the user presses the control key, the shift key, and the o key.  Is it possible to supply > 1 accelerator for a menu entry? Keep in mind when answering this question that when using Motif you can't use XtInstallAccelerators().  I am using Motif 1.1.3 on a DECstation 5000 but I have also tried it on an HP using Motif 1.1.3 and 1.2.",comp.windows.x,computer,235,1226,1713531942714
